s1,s2,label
puedo seguir orden,puedes seguirme,0
productos pedido anterior llegaron cómo puedo,cuándo llegará orden,0
través tarjeta bancaria,quiero pagar tarjeta bancaria,0
cómo verificar cuenta,cómo puedo verificar dirección,1
viajado través página problema,problema cupón,0
puedo comprar orden,sé,0
puedo ingresar cuenta,puedo iniciar sesión cuenta,1
cómo puedo ajustar producto momento entrega,puedo abrir disputa confirmo entrega producto,0
zapatos nunca llegaron problemas disputar vendedor contestará dinero,problema poner dirección envío,0
acabó tiempo vendedor devuelve reembolsa dinero,pasa si vendedor envía pedido tiempo procesamiento,0
necesito tienda http joi li,cómo puedo buscar tienda,1
problema resuelto,cuánto tiempo lleva resolver disputa,0
sé problema,cómo sé disputa envió éxito,0
entonces error vendedor quiere confirme pedido,borro orden error puedo hacer,0
espera aprobación pago,esperando pago,0
hola eva necesito eliminar tarjeta crédito anterior registrar nueva tarjeta crédito,tarjeta crédito sobrecargada,0
cómo evito vendedor envíe mensaje,deja enviarme correos electrónicos,0
cómo tener respuesta,dónde jack ma,0
cobró tarjeta crédito hace mes entonces dónde pedido,código seguimiento incorrecto así puedo saber dónde pedido,0
cómo devolver artículo,cómo recuperar cupón,0
solo hoy recibido,verifica pedido después pagué,0
quiero zapatos anchos caminar ancho debe ser ee eee eeee,quiero cambiar dirección correo electrónico anterior pirateada cómo puedo hacer,0
quiero hablar persona real,quiero hablar persona vivo,1
cobró tarjeta crédito hace mes entonces dónde pedido,tarjeta crédito sobrecargada,0
correo electrónico registro funciona,producto recibido funciona,0
8 mayo envíe teléfono regresar dirección indicada todavía sé nadie contacta,quieras decirme,0
pagado producto,cuáles garantías recibiré producto pagué,0
cómo obtengo cupones descuentos,cómo obtener cupones vendedor,0
puedo encontrar ícono ideal,pregunta puedo obtener respuesta,0
subir foto comentarios,puedo subir imagen jpeg,0
hola deseo saber disputa,quiero saber pedido,0
puedo dejar comentarios,puedo dejar comentarios transacción,1
quiero respuesta necesito diez artículos principales vendí 2017,quiero saber artículos compré última vez,0
cómo confirmar pedido,cómo confirmar entrega,1
pasa si cierro disputa,disputa intensificó recibí bienes cómo cerrarlo,0
quiero seleccionar mantener productos cart box,quiero comprar productos,0
banco konto blz,quiero transferencia bancaria,0
hice pago primero,hecho pago completo,1
eliminar información tarjeta,eliminar correos electrónicos promocionales,0
puedo subir videos fotos disputa,cómo consigo fotos números tienda,0
contacte vendedor,quién vendedor,0
puedo encontrar código barras,cómo puedo encontrar número identificación producto,0
cómo sé producto partir fecha entrega,cómo puedo hacer,0
quién vendedor,quién pagará envío devolución,0
necesito conectar representante línea,necesito hablar representante teléfono,1
señor cómo comprar,cómo compro vestido novia,1
necesito persona real ayudar,quiero chatear persona real,1
rastrea progreso reembolso,disputa progreso vendedor niega hablar conmigo,0
persona vivo allí responder pregunta,cansado jugar estupidez responde pregunta,0
satisfecho resultado disputa,dónde puedo ver resultado disputa,0
puedes ayudarme,puedes ayudarme,1
cómo aplicar comentarios,cómo dejo comentarios,1
cómo puedo pagar compra,cómo puedo pagar artículos,1
recibí pedido seguimiento dice entregó,recibí confirmación después pedido,0
devolver artículo defectuoso,vendedor dio artículo defectuoso,0
hablé contigo ayer,harto,0
enviar siria,usted envía brasil,1
hablando,trata sitio web,0
mostró pudo registrar página,podido abrir disputa,0
reembolso precio correcto debería hacer,debo hacer obtener reembolso,0
puse autorización aprobó todavía funciona,puse dirección correo incorrecta,0
puedo hacer disputa,puedo hacer pago moneda local,0
monedas agregado,puedo hacer monedas,0
hice cuenta después haber realizado pedido,puedo hacer cambio pedido después hacer clic realizar pedido,0
cómo obtengo número orden pagar vendedor quiere cambiar precio,cómo cambio evaluación vendedor,0
olvidé código acceso,puedo hacer si olvido contraseña,1
cómo eliminar tarjeta,cómo borro cupón,0
seguro puedes ayudarme,puedes ayudar,0
cómo cancelo cuenta,cómo cancelo membresía,1
número orden,numero orden,1
puedo pagar,puedes ayudarme,0
entonces error vendedor quiere confirme pedido,entonces hacer,0
cómo puedo cancelar pedido,cómo puedo imprimir pedido,0
puede ayudarme,puedes ayudarme,1
cómo gestionar comentarios,sé cómo administrar transacciones,0
ok gracias última pregunta española,gracias ayuda,0
recibí pedido vendedor acaba decir envió quiere devolverme,escrito vendedor diferentes maneras todavía ignora,0
entiendes,usted entiende,1
paquete entregado dirección acuerdo comentado personal casillero,pueden enviar pedidos país,0
puedo pagar pedido espero tarjeta sido cargada varias veces ciegas,pedido sido enviado,0
diez artículos principales vendieron 2017 parte superior,significa vendido pieza,0
méxico necesito permiso recibir pedido,si proveedor cambia método envío permiso puedo hacer,0
solo pregunto cuándo puedo obtener pedido nombre rosa estrada,cuándo recibiré reembolso orden cancelada,0
puedo encontrar información disputa rechazada,dónde puedo ver resultado disputa,0
dónde vives eva,llamas eva,0
cómo cambio monedas cupón,cómo canjeo monedas,1
hice pedido pagué hace aproximadamente 4 horas recibido confirmación,presentado reclamo hace muchas semanas,0
puedes mirar problema,puedes borrar cuenta,0
pagado,podría tener contacto,0
toma demasiado tiempo,pasa si envío tarda demasiado,1
puedo subir,puedo subir evidencia disputa,1
funcionó,pregunté,0
incluso informé vendedor aún efecto,compañía dio reembolso aunque devolví producto,0
tiempo entrega estimado,quiero saber tiempo entrega cada método envío,1
vendedor responde reembolso,vendedor rechaza solicitud reembolso,0
informado 3 veces,hecho mismo pedido cuatro veces,0
haga clic aquí dónde,aquí días,0
detener cancelación pedidos ordenado,pedido productos recibí pedido,0
conversación sigue desapareciendo,orden sigue siendo cerrada después pago,0
cuanto tiempo,toma demasiado tiempo disputa,0
cómo agrego evidencia,cómo agrego artículos carrito compras,0
pago hecho vendedor responde,artículos reciben vendedor responde,0
cómo responder disputa,cómo cancelar disputa abierta,0
pedido aún proceso,orden canceló automáticamente tiempo procesamiento,0
escrito entrega fallida,quiero leer comentarios escritos pedido,0
creo acabo pedir dos veces mismo error,puedo hacer si ordené dos veces mismo producto,1
cómo recupero cupón,cómo recuperar cupón,1
cómo cambiar método pago,cómo puedo cambiar información pago,1
agregar videos disputa,puedo agregarlo carro,0
hola cancelé pedido cuánto tiempo lleva recuperar dinero,cuánto tiempo llevará llegar país si ordeno hoy,0
solo quiero puta contraseña,acabo romper novio,0
dirección devolución necesaria,cómo obtengo dirección devolución,1
cómo enviar comentario,cómo dejar comentario anónimo,0
nunca congela va pagar paga instante,cómo puedo pagar pedido congelado,0
quiero artículo vendedor responde mensajes,cómo respondo comentarios,0
siquiera podido colocar maldita orden,puedo hacer pedido,1
puedes decirme cuándo entregarán pedidos,puede decir cuándo obtendré dinero,0
cómo puedo contactarme persona fábrica,cómo puedo contactarlo correo electrónico,0
cómo verificar protección comprador,cómo extiendo tiempo protección comprador,0
cómo recuperar cuenta vieja,edad jack ma,0
cancelar orden,puedo cancelar preorden,0
hola hago orden puedo pagar siempre mismo masaje,cómo pago mismo tiempo,0
hola necesito ayuda,necesito ayuda transacción,1
diferencia pequeño paquete correo aéreo registrado,recibí producto demasiado pequeño puedo cambiarlo,0
comentarios muestran,puedo revisar comentarios,0
habla alguien,necesito alguien hable portugués,0
cómo poner tarjeta crédito cuenta,cómo recibo reembolsos si tarjeta crédito cambia,0
puedo subir,necesito función subir fotos,0
devolver artículo defectuoso,producto compré defectuoso debo hacer,0
paquete enviado país equivocado,orden enviada país equivocado,1
escribí arriba,puedo llamar,0
necesitas números pedido,favor solo inserte numeros,0
orden sido cancelada tarjeta crédito,canceló pedido,1
emitió reembolso artículo llegado,recibo correo electrónico diciendo llegado nuevo correo,0
intento hacer seguimiento pedido veo mensaje dice información seguimiento disponible temporalmente,según información seguimiento pedido entregó ee uu filipinas,0
hora,tiempo procesamiento,0
inicié sesión invitado hace 5 horas realicé pedido recibí notificación,recibido orden parcial,0
veo dónde contactar servicio cliente,número teléfono servicio cliente,1
cómo detener mensajes vendedor,vendedor responde mensajes,0
agente real,persona real robot,1
cómo obtengo cupón,cómo uso cupón obtuve,0
cómo hacer nueva tienda,cómo eliminar tienda tienda favorita,0
cómo usar cupones seleccionados,cómo selecciono moneda,0
tarjeta visa débito,puedo pagar tarjeta débito visa,0
necesito información seguimiento,gracias info,0
digo quiero abrir disputa página da error enviar,mensaje error inglés,0
puedo pagar,puedo llamarte,0
problema pago real,problema pago,1
cómo contactar vendedor,algún método contactar vendedor,1
cómo digo empleado,puedes decirme haga problema,0
alguna forma saber cuándo entregará realmente pedido,alguna manera ordenar tarjeta crédito,0
hola buenas noches necesito ayuda puedo emitir ticket pagar cuenta,hola buenas noches,0
hecho vez puedo ir sabes creé cuenta escribí correo electrónico equivocado ahora sé cómo allí si puedes verificarlo solo sé cómo debería ser intentado pedidos,cómo puedo saber si pedido venir,0
acabo leer rechazaste apelación,favor lee pregunta,0
cómo cancelo pedido,cómo cancelo pedido si producto envió,0
puedo subir video,puedo subir fotos,0
informado 3 veces,si hago pedidos cuántas veces pagar envío,0
pueden enviar artículos 1 día envío,puedo comunicar ustedes teléfono correo electrónico,0
vendedor prometido recibir artículos dentro 25 días ahora 30 días aún recibo pedido quiero reembolso completo prometió pasaron 25 días,recibido reembolso pasado 15 días hábiles,0
problema pago real,hablo persona real,0
cambié dirección después recolectar dinero adicional dijeron vendedor envía región,recibiré reembolso automáticamente si vendedor envía pedido,0
problema vendedor malo,problema vendedor malo,1
puedo ver orden,puedo ver pedido,1
problema ustedes,ustedes número teléfono pueda llamar,0
compré cinco teléfonos celulares ipad,pagué solicitud aún figura pagada,0
así esperé 2 semanas,brasil entonces pago real solo dólares,0
olvidé contraseña correo electrónico,olvidé id contraseña trademanager puedo hacer,0
dónde botón apelación,dónde,0
cómo registro cuenta comercial,cómo cambio dirección correo electrónico registro,0
cómo cancelar cuenta,cómo puedo transferir dinero cuenta,0
hola eva compré ropa niña febrero aún recibido,necesito novia,0
quiero reembolso,quiero solicitar reembolso,1
hice,recibí reembolso,0
hablamos orden,buena charla,0
pagué 3 veces misma orden error,pagué mismo producto dos veces,1
cómo solicito reembolso,cómo aplico código cupón,0
puedo hacer apelación,cómo puedo hacer cambios perfil,0
pedazo mierda esperanza,inglés inútil,0
quiero navegar sitio idioma italiano quiero leer descripción original inglés cada artículo,quiero artículo,0
pedido cancelé reembolsado aún,pagué pedido luego cancelado vendedor reembolsado dinero,1
cómo cancelar cuenta,cómo cancelar aceptación disputa,0
cómo encontrar número pedido,cómo puedo saber si pedido procesado,0
quiero regresar,quiero devolver paquete,1
anoche hice pedidos redujo tarjeta crédito ahora muestra cerrado,pago realizado dos veces tarjeta crédito,0
quiero persona real amp robot,quiero chatear persona real,1
hola necesito diez mejores artículos vendidos 2017,cómo puedo eliminar trademanager escritorio,0
